1	10.7204087
2	4.88194014
4	1.60676885
6	0.510279132
8	0.208471138
10	0.089787712
15	0.044381127
20	0.023587964
30	0.016458335
50	0.013241008
60	0.011597587
80	0.010278222
100	0.008282576
150	0.006142916
200	0.003722461
300	0.001963497
400	0.000734383
700	7.82073E-05
1200	0
2000	0
